"Input Order","Search Term","Mouse GeneID","MGIID","Mouse Symbol","Species 2","Human GeneID","Human Species Gene ID","Human Symbol","Ensmbl ID (link HPA)","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From","Alignment & Scores","Feedback","Gene Details"
"204","O70503","56348","1926967","Hsd17b12","Human","51144","18646","HSD17B12","ENSG00000149084","19","19.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (HSD17B12)    DRscDB Data: (HSD17B12)                             Human Protein Atlas  (HPA)"
"205","O70566","54004","1858500","Diaph2","Human","1730","2877","DIAPH2","ENSG00000147202","17","17.25","high","Yes","Yes","Compara, eggNOG, HGNC, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (DIAPH2)    DRscDB Data: (DIAPH2)                             Human Protein Atlas  (HPA)"
"206","O70570","18703","103080","Pigr","Human","5284","8968","PIGR","ENSG00000162896","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (PIGR)    DRscDB Data: (PIGR)                             Human Protein Atlas  (HPA)"
"207","O70579","20524","1342248","Slc25a17","Human","10478","10987","SLC25A17","ENSG00000100372","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (SLC25A17)    DRscDB Data: (SLC25A17)                             Human Protein Atlas  (HPA)"
"208","O70589","12361","1309489","Cask","Human","8573","1497","CASK","ENSG00000147044","18","18.39","high","Yes","Yes","Compara, HGNC, Homologene, Isobase, NCBI, OrthoDB, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (CASK)    DRscDB Data: (CASK)                             Human Protein Atlas  (HPA)"
"209","O70591","18637","1276111","Pfdn2","Human","5202","8867","PFDN2","ENSG00000143256","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (PFDN2)    DRscDB Data: (PFDN2)                             Human Protein Atlas  (HPA)"
"210","O88271","23837","1344403","Cfdp1","Human","10428","1873","CFDP1","ENSG00000153774","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CFDP1)    DRscDB Data: (CFDP1)                             Human Protein Atlas  (HPA)"
"211","O88322","18074","1298229","Nid2","Human","22795","13389","NID2","ENSG00000087303","19","19.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (NID2)    DRscDB Data: (NID2)                             Human Protein Atlas  (HPA)"
"212","O88342","22388","1337100","Wdr1","Human","9948","12754","WDR1","ENSG00000071127","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (WDR1)    DRscDB Data: (WDR1)                             Human Protein Atlas  (HPA)"
"213","O88343","54403","1927555","Slc4a4","Human","8671","11030","SLC4A4","ENSG00000080493","19","19.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (SLC4A4)    DRscDB Data: (SLC4A4)                             Human Protein Atlas  (HPA)"
"214","O88428","23972","1330223","Papss2","Human","9060","8604","PAPSS2","ENSG00000198682","18","18.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (PAPSS2)    DRscDB Data: (PAPSS2)                             Human Protein Atlas  (HPA)"
"215","O88441","53375","1859652","Mtx2","Human","10651","7506","MTX2","ENSG00000128654","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (MTX2)    DRscDB Data: (MTX2)                             Human Protein Atlas  (HPA)"
"216","O88451","54150","1860517","Rdh7","Human","8608","29674","RDH16","ENSG00000139547","15","15.27","moderate","Yes","No","Compara, eggNOG, HGNC, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (RDH16)    DRscDB Data: (RDH16)                             Human Protein Atlas  (HPA)"
"217","O88455","13360","1298378","Dhcr7","Human","1717","2860","DHCR7","ENSG00000172893","19","19.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (DHCR7)    DRscDB Data: (DHCR7)                             Human Protein Atlas  (HPA)"
"218","O88456","12336","88266","Capns1","Human","826","1481","CAPNS1","ENSG00000126247","19","19.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CAPNS1)    DRscDB Data: (CAPNS1)                             Human Protein Atlas  (HPA)"
"219","O88487","13427","107750","Dync1i2","Human","1781","2964","DYNC1I2","ENSG00000077380","18","18.25","high","Yes","Yes","Compara, eggNOG, HGNC, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (DYNC1I2)    DRscDB Data: (DYNC1I2)                             Human Protein Atlas  (HPA)"
"220","O88522","16151","1338074","Ikbkg","Human","8517","5961","IKBKG","ENSG00000269335","17","17.33","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (IKBKG)    DRscDB Data: (IKBKG)                             Human Protein Atlas  (HPA)"
"221","O88531","19063","1298204","Ppt1","Human","5538","9325","PPT1","ENSG00000131238","15","15.44","high","Yes","Yes","Compara, HGNC, Homologene, OrthoDB, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (PPT1)    DRscDB Data: (PPT1)                             Human Protein Atlas  (HPA)"
"222","O88532","22763","1341890","Zfr","Human","51663","17277","ZFR","ENSG00000056097","19","19.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (ZFR)    DRscDB Data: (ZFR)                             Human Protein Atlas  (HPA)"
"223","O88533","13195","94876","Ddc","Human","1644","2719","DDC","ENSG00000132437","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (DDC)    DRscDB Data: (DDC)                             Human Protein Atlas  (HPA)"
"224","O88543","26572","1349409","Cops3","Human","8533","2239","COPS3","ENSG00000141030","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (COPS3)    DRscDB Data: (COPS3)                             Human Protein Atlas  (HPA)"
"225","O88544","26891","1349414","Cops4","Human","51138","16702","COPS4","ENSG00000138663","19","19.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (COPS4)    DRscDB Data: (COPS4)                             Human Protein Atlas  (HPA)"
"226","O88545","26893","1349439","Cops6","Human","10980","21749","COPS6","ENSG00000168090","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (COPS6)    DRscDB Data: (COPS6)                             Human Protein Atlas  (HPA)"
"227","O88569","53379","104819","Hnrnpa2b1","Human","3181","5033","HNRNPA2B1","ENSG00000122566","20","20.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (HNRNPA2B1)    DRscDB Data: (HNRNPA2B1)                             Human Protein Atlas  (HPA)"
"228","O88587","12846","88470","Comt","Human","1312","2228","COMT","ENSG00000093010","20","20.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (COMT)    DRscDB Data: (COMT)                             Human Protein Atlas  (HPA)"
"229","O88630","53334","1858260","Gosr1","Human","9527","4430","GOSR1","ENSG00000108587","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (GOSR1)    DRscDB Data: (GOSR1)                             Human Protein Atlas  (HPA)"
"230","O88653","56692","1929467","Lamtor3","Human","8649","15606","LAMTOR3","ENSG00000109270","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (LAMTOR3)    DRscDB Data: (LAMTOR3)                             Human Protein Atlas  (HPA)"
"231","O88668","433375","1344382","Creg1","Human","8804","2351","CREG1","ENSG00000143162","16","16.26","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (CREG1)    DRscDB Data: (CREG1)                             Human Protein Atlas  (HPA)"
"232","O88685","19182","1098754","Psmc3","Human","5702","9549","PSMC3","ENSG00000165916","16","16.31","high","Yes","Yes","Compara, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (PSMC3)    DRscDB Data: (PSMC3)                             Human Protein Atlas  (HPA)"
"233","O88696","53895","1858213","Clpp","Human","8192","2084","CLPP","ENSG00000125656","19","19.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (CLPP)    DRscDB Data: (CLPP)                             Human Protein Atlas  (HPA)"
"234","O88736","15490","1330808","Hsd17b7","Human","51478","5215","HSD17B7","ENSG00000132196","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (HSD17B7)    DRscDB Data: (HSD17B7)                             Human Protein Atlas  (HPA)"
"235","O88738","12211","1276108","Birc6","Human","57448","13516","BIRC6","ENSG00000115760","20","20.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (BIRC6)    DRscDB Data: (BIRC6)                             Human Protein Atlas  (HPA)"
"236","O88746","21968","1338026","Tom1","Human","10043","11982","TOM1","ENSG00000100284","18","18.27","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid, SwiftOrtho","","Add","G2F details (TOM1)    DRscDB Data: (TOM1)                             Human Protein Atlas  (HPA)"
"237","O88792","16456","1321398","F11r","Human","50848","14685","F11R","ENSG00000158769","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (F11R)    DRscDB Data: (F11R)                             Human Protein Atlas  (HPA)"
"238","O88833","13117","88611","Cyp4a10","Human","1579","2642","CYP4A11","ENSG00000187048","16","16.29","moderate","Yes","No","Compara, eggNOG, HGNC, Homologene, TreeFam, Domainoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (CYP4A11)    DRscDB Data: (CYP4A11)                             Human Protein Atlas  (HPA)"
"239","O88844","15926","96413","Idh1","Human","3417","5382","IDH1","ENSG00000138413","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (IDH1)    DRscDB Data: (IDH1)                             Human Protein Atlas  (HPA)"
"240","O88851","26450","1347074","Rbbp9","Human","10741","9892","RBBP9","ENSG00000089050","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (RBBP9)    DRscDB Data: (RBBP9)                             Human Protein Atlas  (HPA)"
"241","O88876","20148","1315215","Dhrs3","Human","9249","17693","DHRS3","ENSG00000162496","16","16.31","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (DHRS3)    DRscDB Data: (DHRS3)                             Human Protein Atlas  (HPA)"
"242","O88908","223920","1332226","Soat2","Human","8435","11178","SOAT2","ENSG00000167780","19","19.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (SOAT2)    DRscDB Data: (SOAT2)                             Human Protein Atlas  (HPA)"
"243","O88939","16969","1335091","Zbtb7a","Human","51341","18078","ZBTB7A","ENSG00000178951","18","18.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (ZBTB7A)    DRscDB Data: (ZBTB7A)                             Human Protein Atlas  (HPA)"
"244","O88958","26384","1347054","Gnpda1","Human","10007","4417","GNPDA1","ENSG00000113552","17","17.4","high","Yes","Yes","Compara, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (GNPDA1)    DRscDB Data: (GNPDA1)                             Human Protein Atlas  (HPA)"
"245","O88962","13124","1338044","Cyp8b1","Human","1582","2653","CYP8B1","ENSG00000180432","19","19.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CYP8B1)    DRscDB Data: (CYP8B1)                             Human Protein Atlas  (HPA)"
"246","O88967","27377","1351651","Yme1l1","Human","10730","12843","YME1L1","ENSG00000136758","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (YME1L1)    DRscDB Data: (YME1L1)                             Human Protein Atlas  (HPA)"
"247","O88986","26912","1349389","Gcat","Human","23464","4188","GCAT","ENSG00000100116","20","20.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (GCAT)    DRscDB Data: (GCAT)                             Human Protein Atlas  (HPA)"
"248","O89017","19141","1330838","Lgmn","Human","5641","9472","LGMN","ENSG00000100600","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (LGMN)    DRscDB Data: (LGMN)                             Human Protein Atlas  (HPA)"
"249","O89023","12751","1336194","Tpp1","Human","1200","2073","TPP1","ENSG00000166340","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (TPP1)    DRscDB Data: (TPP1)                             Human Protein Atlas  (HPA)"
"250","O89053","12721","1345961","Coro1a","Human","11151","2252","CORO1A","ENSG00000102879","19","19.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (CORO1A)    DRscDB Data: (CORO1A)                             Human Protein Atlas  (HPA)"
